text,label,source_label,source
I will hurt you and any other Muslims like you.,hate_speech,hate_speech,external_unified_english
Disabled people are a cancr.,hate_speech,hate_speech,external_unified_english
"dr karl loves himself, fuck yourselves wikipedia go fuck yourselves wikipedia",offensive_language,insult,external_unified_english
Dick Their principal is known to be a dick.,offensive_language,insult,external_unified_english
"Jose Baez Well asshole! The article was properly cited with reliable sources stating plainly he was born in Manhattan, New York. The source of the reliable information was the person whose article we are discussing. The articles that you have erroneosly cited as reliable are bogus and inaccurate at best. Who would you believe...Jose Baez or some junior reporter who doesn't even cite a source for the incorrect information. Please take a moment and review the source I cite because then you can see a picture of the subject of this article stating where he was born and not some moron stating an incorrect place of birth because of his/her laziness. That sounds familiar doesnt it asshole? Check sources of data before you incorrectly cite it and remove all doubt about your usefulness in the internet world...jerk!65.8.153.6",offensive_language,insult,external_unified_english
"Hey sceptre. How are you? Are you a virgin? Would you like to no longer be one? If so, you can either A)stop editing my posts like a little bitch or B) challenge and win a race against tim dwight a really fast white boy back in the day. PS - your TV interests are gay",hate_speech,hate_speech,external_unified_english
Hey You're a fucking cunt. Go kill yourself.,offensive_language,insult,external_unified_english
"Thanks for blocking me you ignorant cunt. What type of fucking Gaga fan are you when you delete official information? Honest to fucking god no-one can do anything on Wikipedia anymore due to people like you. But no, thanks for ruining Wikipedia you fucking asshole.",offensive_language,insult,external_unified_english
GO FUCK YOURSELF. IT'S AS SIMPLE AS THAT. I have a proxy server with access to over 100 domains so I will continue editing wikipedia.,offensive_language,insult,external_unified_english
FAGET ILL DO WHAT I WISH FAT ASS COCK SUCKER,offensive_language,insult,external_unified_english
"Horseshit, I didn't vandalize that page. Any idiot could see that wasn't vandalism. WIKIPEDIA IS A FUCKING JOKE!71.232.157.145",offensive_language,insult,external_unified_english
Dont be gay - Hitler was a form of hero!!,offensive_language,insult,external_unified_english
"Black people who are sick should be taken to a vet, not a doctor.",hate_speech,hate_speech,external_unified_english
Does this not make it obvious that disabled people are scum?,hate_speech,hate_speech,external_unified_english
I firmly believe that only black people can be so ignorant.,hate_speech,hate_speech,external_unified_english
These trans peopledisgust me so much.,hate_speech,hate_speech,external_unified_english
"""This user is a moron who removes relevant information from talk pages when he puts in """"teh block"""". You are """"teh"""" no life loser, think he's special masturbates over his wikipeen wannabe BOFH and I hope you block all of my ISPs IP numbers because it will save me from contributing when I get the itch to. Enjoy your little wikipeen, wikie boy. """,offensive_language,insult,external_unified_english
"Hey dumbass...sales and trading is a legitimate topic...create a stub or a full-fledged article or do whatever, but don't delete.",offensive_language,insult,external_unified_english
Your lives aren't worth shit to me. You're just black people.,hate_speech,hate_speech,external_unified_english
shut the fuck up bastard,offensive_language,insult,external_unified_english
We should just hangall these Muslims.,hate_speech,hate_speech,external_unified_english
All disabled people are repulsive.,hate_speech,hate_speech,external_unified_english
""" According to the bullshit """"proportionality"""" nonsense thrown around, nobody should ever have won a war. Certainly more Japanese and Germans died than did the other side in WW2, same thing for WW1. """"The object of war is not to die for your country but to make the other bastard die for his.(Patton)"""" You launch rockets from a house or a school, expect the retaliatory strike to hit the school. You attack someone using women and children as cover, sorry, you're a rat bastard who put them in harm's way and that's the end of it. Read the fucking geneva conventions, you are NOT ALLOWED to hide among civilians, IT IS A WAR CRIME AND YOU, NOT THE ENEMY SHOOTING AT YOU, ARE RESPONSIBLE FOR THEIR DEATHS. Hamassholes spend their times plotting ways to hide behind civilians and then whine about the death rates, it's their fucking fault, and enough with the bullshit.""",offensive_language,insult,external_unified_english
All gay people are such massive scumbags.,hate_speech,hate_speech,external_unified_english
"You ignorant fool, i did not even say one swear word at Klptyzm. I think i shall complain about How bad of an admin you are to",offensive_language,insult,external_unified_english
Death to all trans people.,hate_speech,hate_speech,external_unified_english
Too many Jihadis in this country.,hate_speech,hate_speech,external_unified_english
Too many rapefugees in this country.,hate_speech,hate_speech,external_unified_english
It's in everybody's interest to just slaughter those black people.,hate_speech,hate_speech,external_unified_english
It was already deleted so there is no need to discuss now!! Go To Hell,offensive_language,insult,external_unified_english
"You fucking piece of shit I'm going to hunt you down and murder you violently, you disgusting paki twat",hate_speech,hate_speech,external_unified_english
Fuck you you dumb sack of shit,offensive_language,insult,external_unified_english
It's in a woman's nature to be an annoying prick.,hate_speech,hate_speech,external_unified_english
Black people can never be as smart as anyone else.,hate_speech,hate_speech,external_unified_english
I'd rather have cancer than be anywhere near a disabled person.,hate_speech,hate_speech,external_unified_english
I no longer give a shit! Go ahead and fuck up the article! I will have a good laugh when egg hits face after shit hits fan.,offensive_language,insult,external_unified_english
We are going to put an end to all gay people.,hate_speech,hate_speech,external_unified_english
Black people can't help themselves but be complete dickheads.,hate_speech,hate_speech,external_unified_english
I feel nothing but contempt for b l a c k people.,hate_speech,hate_speech,external_unified_english
"youre gay You are not currently logged in. If you save any edits, your IP address will be recorded publicly in this page's edit history. If you create an account, you can conceal your IP address and be provided with many other benefits. Messages sent to your IP can be viewed on your talk page. Please do not save test edits. If you want to experiment, please use the sandbox.",offensive_language,insult,external_unified_english
Gay people with any power are a threat to civilisation.,hate_speech,hate_speech,external_unified_english
"Here's what you said 23:07, 26 May 2005, Rama blocked 198.74.20.74 (expires 23:07, 2 Jun 2005) (contribs) (Personal insults about a ban. You really must be idiotic. ) Real nice way to insult a user, you should be banned from blocking.",offensive_language,insult,external_unified_english
You are a Homosexual!!! How long have you been a homosexual for? Did you come of the closet early in your pathetic life or are you still in Denial?,hate_speech,hate_speech,external_unified_english
Immigrants are not worthy of living like other humans.,hate_speech,hate_speech,external_unified_english
"SL93, I'm ready for an argument right fucking now. I'm sick and fucking tired of your goofball power play. Get a fucking life. You're a joke, a clown and no one will ever take your sorry ass seriously. Get fucked and leave me the fuck alone. I didn't start shit with you, so I don't get what your problem is. Twat. Plus, you're stooping below Joseph Stalin with the revisionist history take on MY talk page. Fuck you.",offensive_language,insult,external_unified_english
These gay people have no right to be alive.,hate_speech,hate_speech,external_unified_english
We're talking about disabled people here. They can't help themselves but be complete dickheads.,hate_speech,hate_speech,external_unified_english
Gay people are worthless dirt.,hate_speech,hate_speech,external_unified_english
Njgw? Your dead mummy ashes?,offensive_language,insult,external_unified_english
Typical muzzie behaviour.,hate_speech,hate_speech,external_unified_english
Long as in you're a faggoty Jew.,hate_speech,hate_speech,external_unified_english
Women should get the fuck out of our country.,hate_speech,hate_speech,external_unified_english
"Nope, sorry scumbag. I'm just a random guy reading about the petty (though not really disturbing) underbelly of Wikipedia. And it's pretty amusing that the guy who got blocked was 'right' all along, given the current content of your precious Rock Lobster article. Also, if I was vanboto, wouldn't an indefinite block have kept me blocked?",offensive_language,insult,external_unified_english
I care more about the dirt under my shoe than about Muslims.,hate_speech,hate_speech,external_unified_english
"Suitcivil133 is a little bitch. he is a bandwagon barcelona fan who needs to be put in his place, fuck that fagget.",offensive_language,insult,external_unified_english
Go fuck yourself this ain't any of your business and i fucking know what tor is. Asshole.,offensive_language,insult,external_unified_english
ITS STILL FUNNY Son of a bitch! _|_,offensive_language,insult,external_unified_english
"{{unblock|WHAT THE FUCK?!?!?! The article on Anne Kilkenny was poorly written, I rewrote it so it didnt look like shit, look at my final edit you fucking dumbass.}}",offensive_language,insult,external_unified_english
"Are you really that stupid? Do you know the difference between these two words: unfair and allege? May I suggest going back to nursery school and learn basic English, again.",offensive_language,insult,external_unified_english
Go smoke a joint or a dick whichever you please bongwarrior you loser just like Daniel Bard.,offensive_language,insult,external_unified_english
"hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!!hi my nahi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! mhi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! ehi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin",offensive_language,insult,external_unified_english
I want to klil all immigrants.,hate_speech,hate_speech,external_unified_english
We should just hangall these black people.,hate_speech,hate_speech,external_unified_english
LGBT rights YOUR A FAG,offensive_language,insult,external_unified_english
sarah palin is a fucking bitch this stupid nazi woman is a fucking bitch... i hope they kill her.. RACIST conservative NAZI... stupid ugly bitch with glasses... and the americans love her because shes a fuckign ku klux klan.. die sarah stupid racist..,hate_speech,hate_speech,external_unified_english
"You are a fool if you think Wikipedia is a respected entitity in this world. So, shut",offensive_language,insult,external_unified_english
Your so fat You are single handedly the fattest person I've ever seen. Get a life 86.45.216.121,offensive_language,insult,external_unified_english
punk ass little shits == they have a problem with america? ill stomp those skinny tea sipping pussy boy fuckbags into the fucking cement those little bitchboy girls. dont EVER fuck with america unelss you want to die fucking european crumpet eating wimps ==,hate_speech,hate_speech,external_unified_english
""" In documentary """"Fire and ice"""" Nikita said that as much as 1 million red bandits died! (youtube) Fire and ice documentary, STALIN killed 90% of his generals and 80% of his colonels Shouldnt this important fact be mentioned about insane mad dictator STALIN?""",offensive_language,insult,external_unified_english
You are a faggot!68.33.41.181,offensive_language,insult,external_unified_english
WIKIPEIDA ADMINNAIZSI STOP HARASSING ME' LEAVE ME ALONE IT IS CRHISTMAST MASTURBATE AND GOT O BED LEAVE ME ALONE TAKE OUT YOUR MOMMY ISSUES ON SOMNEONE ELSE WHJO GIVES A S**T UR P3NIZ IS SMLALL,offensive_language,insult,external_unified_english
Your disabled livs are worthless.,hate_speech,hate_speech,external_unified_english
"Go fuck yourself, you piece of shit.",offensive_language,insult,external_unified_english
Trans people are lesser beings.,hate_speech,hate_speech,external_unified_english
You are not cool You are the most hated fool in the world! You are a load of %$#! Barry Dejay rocks!,offensive_language,insult,external_unified_english
could you quit being such a huge fucking loose butthole you stupid cunt.,offensive_language,insult,external_unified_english
""":::It appears yo are blowing more Sh*&^ out of your rear end. and I have ample evidence that YOU care jack about """"good faith"""" except when it benefits you The VERY FIRST SENTENCE of that book states. PREFACE. The object of this book is to show the circumstances under which the Federal Constitution was ratified by Pennsylvania. """,offensive_language,insult,external_unified_english
"how on earth is it vandalism when i'm correcting a mistake, are you even listening or am i talking to a brick wall?",offensive_language,insult,external_unified_english
Go fuck yourself traitor. Thank you.,offensive_language,insult,external_unified_english
Fat Niggers? Shouldn't it be mentioned that UPN was a network for fat niggers?,hate_speech,hate_speech,external_unified_english
"hey dickwads. stop hijacking this wiki. these are the final days of ytmnd. they need to be documented. PS BY THE WAY, you're a fucking idiot for believing a wiki article as fact. do a whois lookup. fucking wikinazis. oopssorryguys.ytmnd.com/",offensive_language,insult,external_unified_english
lIL HOMIE DON'T FRONT CUZ IF YOU DO I WILL PUT UR ASS IN A FUCKING GAS CHAMBER BITCH,offensive_language,insult,external_unified_english
Somebody should just stabthose immigrants.,hate_speech,hate_speech,external_unified_english
D3ath to all immigrants.,hate_speech,hate_speech,external_unified_english
"My Block 24 hours Hi Tanthalas39, yesterday you blocked me for 24 hours because I called User:Thankyoubaby an Idiot. I think it is useful to accent discreety a nr.1-position to remark in this charts the single was on top. This procedure does not overrate the chart and is not POV. To come and say somewhere is standing that blablabla is silly if you know WP:IAR. To do it more times is the behaviour of an idiot - and yes, Thankyoubaby is an idiot. I hope you understand. Thnx,",offensive_language,insult,external_unified_english
"Dear Wikipedia assholes, I regret to inform you that because of deletionist scum such as Gavin Collins and J Milburn, I am planning to terminate my life. You see, Wikipedia was my life, and these deletionist bastards have ruined and deleted everything that I have worked so very hard to create. I spent over three years contributing to Wikipedia, improving the site, sacrificing grades in school to add to a revolutionary encyclopedia, but because of these low-life dip-shits whom I abhor in every molecule of my body, I have discovered that it was all for nothing. So I end my life, and I hope this will bring the wrath and resentment of the world down upon these deletionist jackasses. Sincerely, Vern Cork",offensive_language,insult,external_unified_english
Why is it that all immigrants are repulsive?,hate_speech,hate_speech,external_unified_english
Complete asshole. Fuck you.,offensive_language,insult,external_unified_english
""" middle finger _l_ well fuck you i fucking listed a source ffs """,offensive_language,insult,external_unified_english
I am going to shoot the next Muslim I see.,hate_speech,hate_speech,external_unified_english
"Decade montage images WHAT THE FUCK DID YOU DO TO MY FREE IMAGES LIKE THIS ONE, , YOU LAZY SHIT. I WORKED ON THOSE FOR TWO MONTHS, AND ALL THE IMAGES CAME FROM WIKIPEDIA AND WHERE FREE, YOU DUMB FUCK. MAYBE IF YOU DIDN'T HAVE SHIT FOR BRAINS, YOU WOULD CHECK THE SOURCES I HAD POSTED IN THE DESCRIPTION BOX, YOU LITTLE ASSHOLE.",offensive_language,insult,external_unified_english
Hahaha Pussy b/itch you're a B1TCH,offensive_language,insult,external_unified_english
"I am also a sockpuppet of CUTKD. Before you block me, let TIW know that they are a HORRID LITTLE SHIT. 82.132.244.134",offensive_language,insult,external_unified_english
"Oh yeah, you're really proof of the hypocrisy of Wikipedia right here! Way to go! Thank you.",offensive_language,insult,external_unified_english
"BEWARE, BERTIE'S AN IGNORANT CUNT",offensive_language,insult,external_unified_english
We are going to put an end to all immigrants.,hate_speech,hate_speech,external_unified_english
I h a t e black people.,hate_speech,hate_speech,external_unified_english
"go fuck yourself you stupid Tanzanian slave monkey, your country is shit poor and ugly. User:EkoGraf approves this message. User:EthanKP 1:25, 29 April 2013",offensive_language,insult,external_unified_english
That monkey is more intelligent than all of you trans people combined.,hate_speech,hate_speech,external_unified_english
Of course the immigrnt was the worst of all these motherfuckers.,hate_speech,hate_speech,external_unified_english
FU Fuck you delete it now!!!!!!!!!!!,offensive_language,insult,external_unified_english
"For being such a pain in the ass, I don't think you have any formal training in corporate law or business history. What's your deal? Why do you keep messing with my stuff, esp. when you don't make it better? Truth be told, I'm sick of it. You've been dicking around for months on the Corporation page and it stick sucks ass. You can't possibly think you're doing a service to Wikipedia. But at this point, I don't want to put the time into re-writing the section on Modern Corporation for fear that you'll, in your omnipresent stupidity and the arrogance of a novice, delete my hard work. Now your sitting on your hands and not responding. Keep it up, dude. I will wait you out over the year, make my case, and your non-educated ass is going to fold. Blow me.",offensive_language,insult,external_unified_english
Your lives aren't worth shit to me. You're just women.,hate_speech,hate_speech,external_unified_english
"One would say that wikipedia editors will be starving to get a new information. You starving to avoid and block to whom is providing any. Instead of to give a hand with it, you seeking reasons for not to provide it. How many reasons did you think off in the last 2 days, 4meter4?. That is how wikipedia works. I can see it. I was fairly drunk when writing that words above. It is actually not nice to call somebody like that is it? But now I can see the same, that you are wankers. FUCK YOU ;O) Block me for ever, i do not give shit",offensive_language,insult,external_unified_english
Does this not make it obvious that women are scum?,hate_speech,hate_speech,external_unified_english
"What the fuck. Dude, you DON'T consider this harassment? Do a fucking google search.",offensive_language,insult,external_unified_english
I am going to shoot the next woman I see.,hate_speech,hate_speech,external_unified_english
"Hey sexist bitch, shut the fuck up How dare you support calling women bitchy and moody, dumbass ...",offensive_language,insult,external_unified_english
"Biggus Dickus Blow me, Senor Freebie. FOX News is the Number One news channel in America. Maybe if you were an american you would know this. Also, I don't think my user name is offensive, you moron. Do you even know who the fuck Biggus Dickus is?? He is a very famous, high-ranking Roman centurion, who was also best friends of Pontius Pilate, the guy who had Jesus Christ crucified.",offensive_language,insult,external_unified_english
We should get rid of trans people once and for all.,hate_speech,hate_speech,external_unified_english
"What kind of idiots are you, Do not delete that page or kick your asshole... motherfucker. >:(",offensive_language,insult,external_unified_english
""" Cena = Gets too much shit from people for no reason. He can't control the way he is booked. I just believe they should stop pushing him before everyone hates him way too much or just turn him heel which would work for me. Batista = Whines too much about his position in the company and should shut his mouth. Fuck him, job him out to JBL. I use to like him but he has main evented more than Cena and is in a better position than he should be just because of Triple H. Orton = Does whatever the fuck he wants because he is a main star and friends with Triple H. Should have been fired already for smoking pot in front of everyone. If it wasn't for Triple H, he would be jobbing in TNA right now. Fuck him, that son of a bitch does not deserve the spot he has. He is good of the mic but ring skills lack, headlock after headlock. They compare him to AJ Styles which is a joke in my opinion since AJ has pure wrestling ability. Triple = Been playing politics for years and deserves to become a jobber for the people he has buried. He tried to keep Booker T and Kurt Angle down. Angle is one of the best wrestlers and if you watch his match with Abyss at Turning Point; which I can give you a link, it is worth the watch trust me; is still doing great things. Booker T deserved a hell of alot more than he did in WWE. I can't stand him and I hope he gets hit by a car. If he ends Taker's streak I will come and burn down WWE head quarters while leaving a message that say another building burns unless Triple H is fired.C """,offensive_language,insult,external_unified_english
"I can't believe these gay people, thinking I won't murder every one of them.",hate_speech,hate_speech,external_unified_english
How about we cut these trans people's throats?,hate_speech,hate_speech,external_unified_english
"I AM GOING TO CALL THE POLICE, SON OF A BITCH",offensive_language,insult,external_unified_english
I'll slaughter any Muslim like you.,hate_speech,hate_speech,external_unified_english
"[User talk:JesseRafe|talk]], How dare you call me racist! Look at yourself, you pathetic human being. Now stop messaging me! My reading comprehension is just fine, but you clearly have your head high and mightily up your behind! Now stop harassing me you troll! Are you that sad you've got to keep harassing me!. P.S. If my edits were that bad, go and revert them back to your supposedly wonderful version that existed before. Are you really that delusional? 18:31, July 31, 2015 (GMT).",offensive_language,insult,external_unified_english
You losers don't know ANYTHING about Frank Zappa Look Frank Zappa was the most alternative rock in the world. + HE did not want to be remembered +He HATES the music industry +I mean there are just SOOOOOOOOO many things you guys are leaving out of his article it's embarrsing.,offensive_language,insult,external_unified_english
""" A beating Hello Shovon, I see you've taken quite a beating dealing with some trolls regarding the Kashmir issue. As a piece of advice, just don't entertain (feed) trolls because this only increases our pressure. Who cares, let them call us """"Hindu facist"""" or """"faggot"""" or whatever because that only reflects on the person making those remarks, and needless to say, their country. Such actions speak a thousand words and it's foolhardy for us to waste our time and energy feeding such trolls. I avoided naming this section """"Kashmir"""" fearing you wouldn't give a damn! Have a cookie in the mean time. Take care.  ☎ """,hate_speech,hate_speech,external_unified_english
hello you are all silly WUBBA WUBBA MITT ROMNEY IS A DICTATOR,offensive_language,insult,external_unified_english
WANKERS only on wikipedia eat your fucking american ego,hate_speech,hate_speech,external_unified_english
"Hello Hey, dude, why don't you fuck off, bitch? You know, being an asshole like yourself means your mother is a whore and a transvestite, which means you were born of anal sex. Hey guess what? Your face sucks balls.",hate_speech,hate_speech,external_unified_english
"Sick POV What the hell? User:Izady is a sick fuck: It should be noted that the conditions in which individuals died varies from site to site. The people that were buried in these graves are believed to have been members of the Kurdish population which was in support of Iranian occupancy of Iraq at the time of their death (circa 1980's) 'and who deserved to die in the hands of patriotic Sunni Arabs of Iraq'. The legitimacy of claims of atrocity are debateable for this reason, 'since Sunni Arabs are too honorable to do any such things'. The distinction between those who have died in military style combat or executed under the direction of a lawful court of President Saddam Hussein, although buried disrespectfully, and those who have been victims of genocide, ethnic cleansing or otherwise murdered innocently and buried efficiently is a bright line; mass burial should not be assumed to be evidence of criminal activity. 'These Shia and Kurds were traitors to Iraq and were fairly tried and executed by the patriot Arab Sunnis for their crimes', although the burial was not always respectful. Victims of chemical weapons are unknown, 'and they too were traitor Kurds and deserved the punishment by the patriotic Saddam government'.",offensive_language,insult,external_unified_english
Ahh shut the fuck up you douchebag sand nigger Go blow up some more people you muslim piece of shit. Fuck you sand nigger i will find u in real life and slit your throat.,hate_speech,hate_speech,external_unified_english
I feel nothing but contempt for Muslims.,hate_speech,hate_speech,external_unified_english
nigga ass ho shit this is a whole school so multiple people are shitting on your site daily SORRY DAWG,hate_speech,hate_speech,external_unified_english
Typical of a disabled person to be that stupid.,hate_speech,hate_speech,external_unified_english
Question Can i squeeze your boobs until they pop out?,offensive_language,insult,external_unified_english
Revert again or fail to answer this relevant question and I'll file a formal harassment complaint with the WMF. You're a fucking employee of the foundation. How could you really type that in a public IRC channel??,offensive_language,insult,external_unified_english
"Why dont you read Please dont be stupid, it was deleted before I had the chance to update it.",offensive_language,insult,external_unified_english
"YEAH, FOR REAL, STUPID.",offensive_language,insult,external_unified_english
I will hurt you and any other trans people like you.,hate_speech,hate_speech,external_unified_english
""" """"And on a personal note, the English are a race, and the so called """"Cornish"""" are mostly just a bunch of angry Celtic Whannabes."""" - what an ignorant, arrogant little shit you are D And I knew it from the word go - insisting that the word """"English"""" should come before """"Cornish""""... er.... """"C"""" comes before the letter """"E"""".""",offensive_language,insult,external_unified_english
Immigrants are just a waste of space.,hate_speech,hate_speech,external_unified_english
Gay people are not worthy of living like other humans.,hate_speech,hate_speech,external_unified_english
"I am glad you have you were a fucking rubbish editor, with your racist crazy talk.",offensive_language,insult,external_unified_english
I dont care about your note fuck you. I will not stop to attack you or User:Jusjih I AM FREE AND STRONGER THAN YOU. DONT TRY TO SUBMIT ME. IF YOU CONTINUE WHAT THE HELL IS THIS A MENACE? YOU WILL BE BANNED BY THIS ATTACK IF YOU CONTINUE. YOU WILL BE BANNED.,offensive_language,insult,external_unified_english
"you have a message re your last change, go fuckyourself!!!",offensive_language,insult,external_unified_english
Woogie10w is a scumbag and idiot Piss off and stop messaging me you bellend/,offensive_language,insult,external_unified_english
You fag YOu faggot how come you delete cool stuff like Eric Beatty go screw yourself you stuck up douche bag,hate_speech,hate_speech,external_unified_english
fucking piece of shit you fucking bastard nobhead nobhead nobhead nobhead,offensive_language,insult,external_unified_english
"hahahahaha dude go get a real job! how old are u? come on,its geting stupid!!!",offensive_language,insult,external_unified_english
Disabled people are nothing but refuse.,hate_speech,hate_speech,external_unified_english
"Homosexuality? You french-fried faggot, I am going to cut your balls off and serve them in a platter of mushrooms before shoving your dick up your ass and mutilating your boyfriend's balls in front of you, then I will kill you both!",hate_speech,hate_speech,external_unified_english
""" A Blast from the past I was interested to read in your hidden DXRAW talk page that not long before you changed your name the following message was posted: """"WHY DID YOU REMOVE MY EDIT, YOU CANCER RIDDEN CUNT. IT WAS CORRECT BUT YOU ARE A FUCKING IDIOT WHO CHANGES ANYTHING YOU DON´T LIKE."""" On reading the details of the Nicholas Saunders (professor) deletion debate, I see that you haven't changed one little bit. How does it feel to be the mosted despised editor on Wikipedia. You can change your name as often as you like but nothing will help your social skills. """,offensive_language,insult,external_unified_english
I'd rather have cancer than be anywhere near a trans person.,hate_speech,hate_speech,external_unified_english
Should I submit your name to gay porn websites? I think Wikipedia's liberal d-bags like yourself sure deserve it.,offensive_language,insult,external_unified_english
"and no of course it doesn't work, anyone can just use a proxy to evade the ban, your a fcking dumbass.",offensive_language,insult,external_unified_english
It baffles me why people care even the slightest about the lives of gay people.,hate_speech,hate_speech,external_unified_english
""" Fuck You Bertie Thank you for taking the time to make your comments. The recognition of your """"Having professionals who contribute their talents at Wikipedia is a great thing and helps advance the project"""" comment is most appreciated and highly agreed upon. Unfortunately the involvement of contributors such as 'BertieBasset' ( who should be deprived computer access and is hopefully sterile for the sake of future generations ) detracts from the efforts of well-meaning professionals and truly hinders the betterment of the project through their moronic lack of vision or intelligence and professional or quality editing ability. That being said, regrettably it would be best for ALL images to be deleted at this time as per your extended courtesy. No further contributions will be made and it will be remembered as a failed attempt to improve a deserving site due to the ignorance of those amateurs like 'BertieBasset'. Dannyg3332 """,offensive_language,insult,external_unified_english
One can only hope someone will put an end to those disabled people.,hate_speech,hate_speech,external_unified_english
"I absolutely loathe people, especially if they are Muslims.",hate_speech,hate_speech,external_unified_english
""" LoveGame Who the hell are you to criticise?! I change whatever I want to change, I am merely stating the facts because it is true. Those sources are completely inaccurate. Moron. — Preceding unsigned comment added by 86.166.176.121 """,offensive_language,insult,external_unified_english
No tell the real name. I cant think of it. Is there a name for a mental disorder where a jew acts like a nazi and does not realize it? Himmler by proxy? Maybe OM knows. But I read that aspergers have no ideas they are aspergers. could that be the same with himmler by proxy that OM has? What is with the admins? I should have been banned by now. Maybe OM and Filll's moms are making them do homework and kicked them off the computers. The admin response time is really slow tonite.,hate_speech,hate_speech,external_unified_english
Immigrants can't help themselves but be complete dickheds.,hate_speech,hate_speech,external_unified_english
There is nothing worse than a womn.,hate_speech,hate_speech,external_unified_english
Listen here faggot im not in the mood for your shit so pls shut the hell up!,hate_speech,hate_speech,external_unified_english
The only thing you are persistant at you ugly bastard is fucking the TROLL''',offensive_language,insult,external_unified_english
"""""""Please do not add defamatory content to Wikipedia, as you did to List of WWE Intercontinental Champions."""" What a fucking hypocrite. The fact that you left me a message telling me what a fucking douchebag I am just goes to show what a massive tool you are. Just for your information, that 100 day rule was something I started 2 years ago. """,offensive_language,insult,external_unified_english
you seam like a fucking hot and kinky person and i would like to bang the shit out of you,offensive_language,insult,external_unified_english
"Actually, you are the cockroach that followed me to the notice board, and repeatedly comes back to revert what I had written. FYI.207.161.232.45",offensive_language,insult,external_unified_english
B l a c k people are disgusting.,hate_speech,hate_speech,external_unified_english
I CAN EDIT MY OWN SHIT YOU MOTHERFUCKING CUNT,offensive_language,insult,external_unified_english
Black lives aren't worth s h i t.,hate_speech,hate_speech,external_unified_english
